"OWNER","ADDRESS","City","State","Zip","TOTL_SQFT","D_CLASS_CN","TOTAL_VALUE","cst_sqft","AUTO_UNIQUE_ID_2014-04-22_sebrenner_denOffice_short","Source","TimeTaken","UpdatedGeocoding","Version","ErrorMessage","TransactionId","naaccrQualCode","naaccrQualType","FeatureMatchingResultType","MatchedLocationType","RegionSizeUnits","InterpolationType","RegionSize","InterpolationSubType","FeatureMatchingGeographyType","MatchScore","FeatureMatchingHierarchy","TieHandlingStrategyType","FeatureMatchingResultTypeTieBreakingNotes","GeocodeQualityType","FeatureMatchingHierarchyNotes","FeatureMatchingResultTypeNotes","FeatureMatchingResultCount","Latitude","Longitude","MatchType","CensusYear","CensusPlaceFips","CensusMsaFips","CensusMetDivFips","CensusMcdFips","CensusCbsaMicro","CensusCbsaFips","CensusBlock","CensusBlockGroup","CensusTract","CensusCountyFips","CensusStateFips","naaccrCertCode","naaccrCertType","MNumber","MNumberFractional","MPreDirectional","MName","MSuffix","MPostDirectional","MSuiteType","MSuiteNumber","MPostOfficeBoxType","MPostOfficeBoxNumber","MCity","MState","MZip","MZipPlus1","MZipPlus2","MZipPlus3","MZipPlus4","MZipPlus5","MPreQualifier","MPostQualifier","MConsolidatedCity","MMinorCivilDivision","MCountySubRegion","MCounty","MPreType","MPreArticle","MPostArticle","PPostArticle","PPreArticle","PPreType","PNumber","PNumberFractional","PPreDirectional","PName","PSuffix","PPostDirectional","PSuiteType","PSuiteNumber","PPostOfficeBoxType","PPostOfficeBoxNumber","PCity","PState","PZip","PZipPlus1","PZipPlus2","PZipPlus3","PZipPlus4","PZipPlus5","PPreQualifier","PPostQualifier","PConsolidatedCity","PMinorCivilDivision","PCountySubRegion","PCounty","FNumber","FNumberFractional","FPreDirectional","FName","FSuffix","FPostDirectional","FSuiteType","FSuiteNumber","FCity","FState","FZip","FZipPlus1","FZipPlus2","FZipPlus3","FZipPlus4","FZipPlus5","FPreQualifier","FPostQualifier","FConsolidatedCity","FMinorCivilDivision","FCountySubRegion","FCounty","FArea","FAreaType","FGeometry","FSource","FVintage","FPrimaryIdValue","FPostOfficeBoxNumber","FPrimaryIdField","FGeometrySRID","FPostOfficeBoxType","FPreType","FPreArticle","FPostArticle"
"ST CHARLES ROCK ISLAND LLC","1614  15TH ST","Denver","CO","80123","5445","OFFICE BLDG","4766700","875.43",851,"USCGeocoder",203,1,"4.01","","939b163e-fc62-4224-99d9-44f92d8af2df","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","463.058213561773","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7503825639691,-105.00183549668,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","5009","5","0017.01","031","08","1","ResidenceStreetAddress","1614","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1614","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","1614","","","","St","","","","Denver","CO","80202","","","","5990","","","","","","","",463.058213561773,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","631458","","UniqueId",0,"","","",""
"RAHMLOFF,NINA H","1761  EMERSON ST","Denver","CO","80123","5450","OFFICE W/RESID","591300","108.5",852,"USCGeocoder",187,1,"4.01","","553c736e-fa41-4e5c-b341-ee6461add8d3","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","502.926651481539","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7444647329041,-104.976568299102,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1009","1","0026.02","031","08","1","ResidenceStreetAddress","1761","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1761","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","1761","","","","St","","","","Denver","CO","80218","","","","1011","","","","","","","",502.926651481539,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","657641","","UniqueId",0,"","","",""
"DT INVESTMENTS LLC","1936 W 33RD AVE","Denver","CO","80123","5452","OFFICE BLDG","335000","61.45",853,"USCGeocoder",218,1,"4.01","","537b1df5-6020-4d96-a0c7-082a108dcae3","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","490.365301392478","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7627366687241,-105.010382155671,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","3014","3","0011.02","031","08","1","ResidenceStreetAddress","1936","","W","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1936","","W","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","1936","","W","","Ave","","","","Denver","CO","80211","","","","3412","","","","","","","",490.365301392478,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","545412","","UniqueId",0,"","","",""
"JFAM LLC","2043  YORK ST","Denver","CO","80123","5460","OFFICE CONVRSN","417800","76.52",854,"USCGeocoder",203,1,"4.01","","6f0c50cb-d4a2-4c76-86f6-1cd31f2fbd17","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","508.805360689759","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7477513103617,-104.960121462325,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1022","1","0031.01","031","08","1","ResidenceStreetAddress","2043","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","2043","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","2043","","","","St","","","","Denver","CO","80206","","","","5713","","","","","","","",508.805360689759,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","636070","","UniqueId",0,"","","",""
"ROCKY MOUNTAIN REAL ESTATE LLC","495  UINTA WAY","Denver","CO","80123","5460","OFFICE CONDO","300800","55.09",855,"USCGeocoder",16,1,"4.01","","c221c01c-45aa-4cc6-99e3-8995eea9b62e","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","4148.59239779157","LinearInterpolationAddressRange","StreetSegment","88.0177514792899","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",39.7226957296097,-104.891674505055,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","4065","4","0044.05","031","08","1","ResidenceStreetAddress","495","","","","WAY","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","495","","","","WAY","","","","","","Denver","CO","80123","","","","","","","","","","","","385-505","","","","Way","","","","Denver","CO","80230","","","","","","","","","","Denver","Denver",4148.59239779157,"Meters","","SOURCE_CENSUS_TIGERLINES_2010","2010","627214918","","tlid",0,"","","",""
"ESTESS PROPERTIES LLC","301  KALAMATH ST","Denver","CO","80123","5468","OFFICE CONDO","320000","58.52",856,"USCGeocoder",109,1,"4.01","","c6d6f3f7-f031-4f22-8a27-76365197173a","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","3873.35949931014","LinearInterpolationAddressRange","StreetSegment","88.0177514792899","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",39.7209330959596,-105.000272066559,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","3006","3","0021.00","031","08","1","ResidenceStreetAddress","301","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","301","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","301-399","","","","St","","","","Denver","CO","80223","","","","","","","","","","Denver","Denver",3873.35949931014,"Meters","","SOURCE_CENSUS_TIGERLINES_2010","2010","177330354","","tlid",0,"","","",""
"EHRLICH,MATT AND STACIE","1749  HIGH ST","Denver","CO","80123","5470","OFFICE CONVRSN","322400","58.94",857,"USCGeocoder",218,1,"4.01","","f7846e7f-23fa-49c6-965a-ec56418294b7","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","460.397533044685","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7441482253731,-104.965093301428,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1018","1","0031.02","031","08","1","ResidenceStreetAddress","1749","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1749","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","1749","","","","St","","","","Denver","CO","80218","","","","1333","","","","","","","",460.397533044685,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","636470","","UniqueId",0,"","","",""
"AXT,MICHAEL S LLC","1733  HIGH ST","Denver","CO","80123","5475","OFFICE CONVRSN","354800","64.8",858,"USCGeocoder",187,1,"4.01","","c1a9c636-00fa-4cba-adff-eff9702e6f84","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","501.383575841784","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.743872885954,-104.965093557217,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1018","1","0031.02","031","08","1","ResidenceStreetAddress","1733","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1733","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","1733","","","","St","","","","Denver","CO","80218","","","","1320","","","","","","","",501.383575841784,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","673535","","UniqueId",0,"","","",""
"JULSCO AVENUE 17-2190","2190 E 17TH AVE","Denver","CO","80123","5476","OFFICE BLDG","302900","55.31",859,"USCGeocoder",218,1,"4.01","","fb753b54-4729-4d4d-813f-6b5e7168ed95","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","485.790950044058","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7429463514199,-104.961224424564,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","2001","2","0031.02","031","08","1","ResidenceStreetAddress","2190","","E","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","2190","","E","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","2190","","E","","Ave","","","","Denver","CO","80206","","","","1126","","","","","","","",485.790950044058,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","658056","","UniqueId",0,"","","",""
"FURUTANI,BARBARA J AND JOHN C","1732  RACE ST","Denver","CO","80123","5490","OFFICE CONVRSN","409900","74.66",860,"USCGeocoder",187,1,"4.01","","7b57975b-ba0f-41be-9cf6-f1c469dc604d","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","511.433264665306","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7438715874377,-104.963135048003,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1020","1","0031.02","031","08","1","ResidenceStreetAddress","1732","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1732","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","1732","","","","St","","","","Denver","CO","80206","","","","1114","","","","","","","",511.433264665306,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","592795","","UniqueId",0,"","","",""
"2011 SOUTH CHEROKEE LLC","2011 S CHEROKEE ST","Denver","CO","80123","5500","OFFICE CONVRSN","273100","49.65",861,"USCGeocoder",125,1,"4.01","","1c17a923-5be6-44fb-8600-05b60b5cde1f","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","538.940943643451","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.6798716658872,-104.991428051946,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1040","1","0014.03","031","08","1","ResidenceStreetAddress","2011","","S","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","2011","","S","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","2011","","S","","St","","","","Denver","CO","80223","","","","3916","","","","","","","",538.940943643451,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","559585","","UniqueId",0,"","","",""
"FAZIO,THOMAS R","3940  MORRISON RD","Denver","CO","80123","5509","OFFICE BLDG","43200","7.84",862,"USCGeocoder",125,1,"4.01","","b551fb4c-ed68-4797-ac03-c805a7849674","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","1838.13514960604","LinearInterpolationAddressRange","StreetSegment","88.0177514792899","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",39.7067496534249,-105.038948566765,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1025","1","0045.05","031","08","1","ResidenceStreetAddress","3940","","","","RD","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","3940","","","","RD","","","","","","Denver","CO","80123","","","","","","","","","","","","3900-3948","","","","Rd","","","","Denver","CO","80219","","","","","","","","","","Denver","Denver",1838.13514960604,"Meters","","SOURCE_CENSUS_TIGERLINES_2010","2010","177326606","","tlid",0,"","","",""
"FRUITMAN ONE LLC","8751 E HAMPDEN AVE","Denver","CO","80123","5532","OFFICE CONDO","150900","27.28",863,"USCGeocoder",16,1,"4.01","","ebe11ed0-f656-4606-bf83-fc03667f96dd","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","2090.44044531044","LinearInterpolationAddressRange","StreetSegment","88.0177514792899","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",39.6531608398394,-104.88697384444,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","3002","3","0068.11","031","08","1","ResidenceStreetAddress","8751","","E","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","8751","","E","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","8719-8787","","E","","Ave","","","","Denver","CO","80231","","","","","","","","","","Denver","Denver",2090.44044531044,"Meters","","SOURCE_CENSUS_TIGERLINES_2010","2010","606053852","","tlid",0,"","","",""
"MAHONEY,JANE L","1041 S GAYLORD ST","Denver","CO","80123","5555","OFFICE BLDG","388000","69.85",864,"USCGeocoder",203,1,"4.01","","6354039a-fa9e-4627-83b9-e15993fd8027","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","525.830353435013","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.6975668923622,-104.962053858473,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","2027","2","0034.02","031","08","1","ResidenceStreetAddress","1041","","S","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1041","","S","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","1041","","S","","St","","","","Denver","CO","80209","","","","4635","","","","","","","",525.830353435013,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","697659","","UniqueId",0,"","","",""
"CHICAGO 3GS LLC","1017 S GAYLORD ST","Denver","CO","80123","5555","OFFICE BLDG","686000","123.49",865,"USCGeocoder",203,1,"4.01","","66ada120-2d09-4fb9-9ca3-3f943cab848d","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","534.226980388165","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.697986652557,-104.962050718797,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","2027","2","0034.02","031","08","1","ResidenceStreetAddress","1017","","S","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1017","","S","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","1017","","S","","St","","","","Denver","CO","80209","","","","4683","","","","","","","",534.226980388165,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","691324","","UniqueId",0,"","","",""
"3201 N SPEER BLVD LLC","3201 N SPEER BLVD","Denver","CO","80123","5570","OFFICE W/RESID","367800","66.03",866,"USCGeocoder",187,1,"4.01","","e82d4119-7707-4f49-b085-ea62fc7e9224","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","576.805732347071","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7622924124504,-105.029402635607,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","2004","2","0003.03","031","08","1","ResidenceStreetAddress","3201","","N","","BLVD","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","3201","","N","","BLVD","","","","","","Denver","CO","80123","","","","","","","","","","","","3201","","N","","Blvd","","","","Denver","CO","80211","","","","3223","","","","","","","",576.805732347071,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","545655","","UniqueId",0,"","","",""
"NATIONAL ELECTRICAL CONTRACTORS ASSOCIATION","495  UINTA WAY","Denver","CO","80123","5577","OFFICE CONDO","307300","55.1",867,"USCGeocoder",16,1,"4.01","","c25ac981-303e-42a9-875c-4a93371cbd9d","03","StreetSegmentInterpolation","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","LinearInterpolation","4148.59239779157","LinearInterpolationAddressRange","StreetSegment","88.0177514792899","FeatureClassBased","ReturnAll","","AddressRangeInterpolation","","","0",39.7226957296097,-104.891674505055,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","4065","4","0044.05","031","08","1","ResidenceStreetAddress","495","","","","WAY","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","495","","","","WAY","","","","","","Denver","CO","80123","","","","","","","","","","","","385-505","","","","Way","","","","Denver","CO","80230","","","","","","","","","","Denver","Denver",4148.59239779157,"Meters","","SOURCE_CENSUS_TIGERLINES_2010","2010","627214918","","tlid",0,"","","",""
"CHRISTENSEN LLC","2757  BRYANT ST","Denver","CO","80123","5587","OFFICE BLDG","338700","60.62",868,"USCGeocoder",203,1,"4.01","","5cc651b7-662d-4668-81f7-d0e4e3afacdc","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","499.470584705472","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7571344109862,-105.019521737708,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1012","1","0006.00","031","08","1","ResidenceStreetAddress","2757","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","2757","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","2757","","","","St","","","","Denver","CO","80211","","","","4124","","","","","","","",499.470584705472,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","565786","","UniqueId",0,"","","",""
"A PLACE OF OUR OWN LLC","1901 E 20TH AVE","Denver","CO","80123","5587","OFFICE BLDG","434600","77.79",869,"USCGeocoder",218,1,"4.01","","8a4ea075-2a25-4bf1-9933-98b7a79971fe","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","507.557716652751","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.747061823152,-104.964390896158,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1026","1","0031.01","031","08","1","ResidenceStreetAddress","1901","","E","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1901","","E","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","1901","","E","","Ave","","","","Denver","CO","80205","","","","5531","","","","","","","",507.557716652751,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","570937","","UniqueId",0,"","","",""
"KOPPER'S LLC","1215  20TH ST","Denver","CO","80123","5616","OFFICE BLDG","659000","117.34",870,"USCGeocoder",234,1,"4.01","","8fe4633d-6658-4606-b7a3-3a6e2315056a","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","521.463826090097","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.752701963756,-104.9918306262,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","2051","2","0016.00","031","08","1","ResidenceStreetAddress","1215","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1215","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","1215","","","","St","","","","Denver","CO","80205","","","","1405","","","","","","","",521.463826090097,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","657810","","UniqueId",0,"","","",""
"FANDL HOLDINGS LLC","1731  GILPIN ST","Denver","CO","80123","5620","OFFICE CONVRSN","601600","107.05",871,"USCGeocoder",172,1,"4.01","","e22c6d68-0682-4f2c-acf0-bb205f60c12c","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","554.467557191849","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7438713305329,-104.967561553256,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1016","1","0031.02","031","08","1","ResidenceStreetAddress","1731","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1731","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","1731","","","","St","","","","Denver","CO","80218","","","","1205","","","","","","","",554.467557191849,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","636473","","UniqueId",0,"","","",""
"HAASE,BRUCE G","116  LIPAN ST","Denver","CO","80123","5625","OFFICE BLDG","152000","27.02",872,"USCGeocoder",156,1,"4.01","","2ab0c1c2-e330-4a9c-83f7-05ebfdb8a633","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","521.203073889257","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7188423182834,-105.001231400356,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","3016","3","0021.00","031","08","1","ResidenceStreetAddress","116","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","116","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","116","","","","St","","","","Denver","CO","80223","","","","1411","","","","","","","",521.203073889257,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","708995","","UniqueId",0,"","","",""
"BEST ASSOCIATES II LTD LIABILITY CO","3710 E 5TH AVE","Denver","CO","80123","5625","OFFICE W/RESID","503700","89.55",873,"USCGeocoder",187,1,"4.01","","5edb52fb-4a13-4bfc-9f41-a4ceab8d012a","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","58.0551416591479","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7237471139392,-104.943296053059,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1013","1","0038.00","031","08","1","ResidenceStreetAddress","3710","","E","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","3710","","E","","AVE","","","","","","Denver","CO","80123","","","","","","","","","","","","3710","","E","","Ave","","","","Denver","CO","80206","","","","4571","","","","","","","",58.0551416591479,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","665311","","UniqueId",0,"","","",""
"HARKNESS INVESTMENTS LLC","1280  KALAMATH ST","Denver","CO","80123","5630","OFFICE BLDG","185900","33.02",874,"USCGeocoder",218,1,"4.01","","84f65bbc-60e6-409b-8370-999caef4402b","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","538.573717743333","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.73667523828,-104.999821670792,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1009","1","0018.00","031","08","1","ResidenceStreetAddress","1280","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1280","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","1280","","","","St","","","","Denver","CO","80204","","","","3540","","","","","","","",538.573717743333,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","596133","","UniqueId",0,"","","",""
"HORACE PROPERTIES RLLLP","1201  SANTA FE DR","Denver","CO","80123","5635","OFFICE BLDG","595400","105.66",875,"USCGeocoder",218,1,"4.01","","ec59394d-e24a-42ab-8fce-947ff2c6c4ae","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","512.075332731009","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7354367420354,-104.99896190451,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","1009","1","0018.00","031","08","1","ResidenceStreetAddress","1201","","","","DR","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1201","","","","DR","","","","","","Denver","CO","80123","","","","","","","","","","","","1201","","","","Dr","","","","Denver","CO","80204","","","","5700","","","","","","","",512.075332731009,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","707973","","UniqueId",0,"","","",""
"MY GARAGE LLC","1652  DOWNING ST","Denver","CO","80123","5650","OFFICE BLDG","726400","128.57",876,"USCGeocoder",187,1,"4.01","","230bef34-8c96-459f-b83c-1a42186fb46e","02","Parcel","Success","LOCATION_TYPE_STREET_ADDRESS","Meters","ArealInterpolation","441.281316764653","ArealInterpolationGeometricCentroid","Parcel","97.810650887574","FeatureClassBased","ReturnAll","","ExactParcelCentroidPoint","","","0",39.7426511015643,-104.973045560387,"Relaxed","TwoThousandTen","20000","2082","","91007","0","19740","2011","2","0031.02","031","08","1","ResidenceStreetAddress","1652","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","","","","","","","1652","","","","ST","","","","","","Denver","CO","80123","","","","","","","","","","","","1652","","","","St","","","","Denver","CO","80218","","","","1529","","","","","","","",441.281316764653,"Meters","","SOURCE_BOUNDARY_SOLUTIONS_PARCEL_CENTROIDS","2012","591392","","UniqueId",0,"","","",""
